region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date
States,New York City,2018,42,NA,NA,NA,NA,NA,NA,2018-10-14
States,Alabama,2018,43,451,6,4,2.22,1.33,0.89,2018-10-21
States,Alaska,2018,43,NA,NA,NA,NA,NA,NA,2018-10-21
States,Arizona,2018,43,238,0,0,0,0,0,2018-10-21
States,Arkansas,2018,43,146,2,0,1.37,1.37,0,2018-10-21
States,California,2018,43,431,3,0,0.7,0.7,0,2018-10-21
States,Colorado,2018,43,485,1,1,0.41,0.21,0.21,2018-10-21
States,Connecticut,2018,43,483,2,2,0.83,0.41,0.41,2018-10-21
States,Delaware,2018,43,192,4,0,2.08,2.08,0,2018-10-21
States,District of Columbia,2018,43,NA,NA,NA,NA,NA,NA,2018-10-21
States,Florida,2018,43,NA,NA,NA,NA,NA,NA,2018-10-21
States,Georgia,2018,43,955,13,9,2.3,1.36,0.94,2018-10-21
States,Hawaii,2018,43,124,1,0,0.81,0.81,0,2018-10-21
States,Idaho,2018,43,43,0,0,0,0,0,2018-10-21
States,Illinois,2018,43,250,0,2,0.8,0,0.8,2018-10-21
States,Indiana,2018,43,206,1,0,0.49,0.49,0,2018-10-21
States,Iowa,2018,43,268,1,0,0.37,0.37,0,2018-10-21
States,Kansas,2018,43,73,0,0,0,0,0,2018-10-21
States,Kentucky,2018,43,415,0,0,0,0,0,2018-10-21
States,Louisiana,2018,43,380,6,3,2.37,1.58,0.79,2018-10-21
States,Maine,2018,43,35,0,0,0,0,0,2018-10-21
States,Maryland,2018,43,226,1,0,0.44,0.44,0,2018-10-21
States,Massachusetts,2018,43,545,10,1,2.02,1.83,0.18,2018-10-21
