component_model_id,season,Model Week,location,weight
Dynamic Harmonic Model,2018/2019,70,California,0.999999976347007
Historical Average,2018/2019,70,California,1.4128076862168e-08
Subtype Historical Average,2018/2019,70,California,9.52491620217625e-09
Dynamic Harmonic Model,2018/2019,71,California,0.866520777845725
Historical Average,2018/2019,71,California,0.133312602242468
Subtype Historical Average,2018/2019,71,California,0.000166619911807435
Dynamic Harmonic Model,2018/2019,72,California,0.999999982651581
Historical Average,2018/2019,72,California,1.07638828211558e-08
Subtype Historical Average,2018/2019,72,California,6.58453576706562e-09
Dynamic Harmonic Model,2018/2019,40,Colorado,0.959620106983265
Historical Average,2018/2019,40,Colorado,0.0403737176670046
Subtype Historical Average,2018/2019,40,Colorado,6.17534973028941e-06
Dynamic Harmonic Model,2018/2019,41,Colorado,0.873146378765451
Historical Average,2018/2019,41,Colorado,0.126839166974051
Subtype Historical Average,2018/2019,41,Colorado,1.44542604978732e-05
Dynamic Harmonic Model,2018/2019,42,Colorado,0.986287426127609
Historical Average,2018/2019,42,Colorado,0.0137117964992463
Subtype Historical Average,2018/2019,42,Colorado,7.7737314493362e-07
Dynamic Harmonic Model,2018/2019,43,Colorado,0.999985719877868
Historical Average,2018/2019,43,Colorado,1.42683271628222e-05
Subtype Historical Average,2018/2019,43,Colorado,1.17949691110115e-08
Dynamic Harmonic Model,2018/2019,44,Colorado,0.999984521858939
Historical Average,2018/2019,44,Colorado,1.5477386811003e-05
Subtype Historical Average,2018/2019,44,Colorado,7.54249646048027e-10
Dynamic Harmonic Model,2018/2019,45,Colorado,0.994500854352533
Historical Average,2018/2019,45,Colorado,0.0054991206244924
Subtype Historical Average,2018/2019,45,Colorado,2.5022974746103e-08
Dynamic Harmonic Model,2018/2019,46,Colorado,0.99999946401009
Historical Average,2018/2019,46,Colorado,5.24127949842267e-07
Subtype Historical Average,2018/2019,46,Colorado,1.18619599814777e-08
Dynamic Harmonic Model,2018/2019,47,Colorado,0.553635837221091
Historical Average,2018/2019,47,Colorado,0.446361899212365
Subtype Historical Average,2018/2019,47,Colorado,2.26356654408671e-06
Dynamic Harmonic Model,2018/2019,48,Colorado,0.31398480677925
Historical Average,2018/2019,48,Colorado,0.686012715797746
Subtype Historical Average,2018/2019,48,Colorado,2.47742300427572e-06
Dynamic Harmonic Model,2018/2019,49,Colorado,0.840066921619856
Historical Average,2018/2019,49,Colorado,0.159931850710047
Subtype Historical Average,2018/2019,49,Colorado,1.2276700968241e-06
Dynamic Harmonic Model,2018/2019,50,Colorado,0.983028711154364
Historical Average,2018/2019,50,Colorado,0.0169712066233081
Subtype Historical Average,2018/2019,50,Colorado,8.22223283565359e-08
Dynamic Harmonic Model,2018/2019,51,Colorado,0.897864783744512
Historical Average,2018/2019,51,Colorado,0.102132196916251
Subtype Historical Average,2018/2019,51,Colorado,3.01933923784914e-06
Dynamic Harmonic Model,2018/2019,52,Colorado,0.999934162411909
Historical Average,2018/2019,52,Colorado,6.583757176476e-05
Subtype Historical Average,2018/2019,52,Colorado,1.63262906764875e-11
Dynamic Harmonic Model,2018/2019,53,Colorado,0.999999025100185
Historical Average,2018/2019,53,Colorado,9.52744043896713e-07
Subtype Historical Average,2018/2019,53,Colorado,2.21557711127724e-08
Dynamic Harmonic Model,2018/2019,54,Colorado,0.999999747102183
Historical Average,2018/2019,54,Colorado,2.37235372170453e-07
Subtype Historical Average,2018/2019,54,Colorado,1.56624452323636e-08
Dynamic Harmonic Model,2018/2019,55,Colorado,0.875500301284834
Historical Average,2018/2019,55,Colorado,0.124497768969885
Subtype Historical Average,2018/2019,55,Colorado,1.92974528109939e-06
Dynamic Harmonic Model,2018/2019,56,Colorado,0.849328261916341
Historical Average,2018/2019,56,Colorado,0.150668093467742
Subtype Historical Average,2018/2019,56,Colorado,3.64461591678177e-06
Dynamic Harmonic Model,2018/2019,57,Colorado,0.849904138043452
Historical Average,2018/2019,57,Colorado,0.150093532465989
Subtype Historical Average,2018/2019,57,Colorado,2.32949055867552e-06
Dynamic Harmonic Model,2018/2019,58,Colorado,0.755855502655751
Historical Average,2018/2019,58,Colorado,0.244141597572137
Subtype Historical Average,2018/2019,58,Colorado,2.89977211142362e-06
Dynamic Harmonic Model,2018/2019,59,Colorado,0.820156458931863
Historical Average,2018/2019,59,Colorado,0.179841358591741
Subtype Historical Average,2018/2019,59,Colorado,2.18247639619168e-06
Dynamic Harmonic Model,2018/2019,60,Colorado,0.868426056817416
Historical Average,2018/2019,60,Colorado,0.131572646779872
Subtype Historical Average,2018/2019,60,Colorado,1.29640271228011e-06
Dynamic Harmonic Model,2018/2019,61,Colorado,0.873735688914992
Historical Average,2018/2019,61,Colorado,0.12626291723081
Subtype Historical Average,2018/2019,61,Colorado,1.39385419741621e-06
Dynamic Harmonic Model,2018/2019,62,Colorado,0.884153329722048
Historical Average,2018/2019,62,Colorado,0.115845247017708
Subtype Historical Average,2018/2019,62,Colorado,1.42326024380664e-06
Dynamic Harmonic Model,2018/2019,63,Colorado,0.877624831759115
Historical Average,2018/2019,63,Colorado,0.122373652860352
Subtype Historical Average,2018/2019,63,Colorado,1.51538053345697e-06
Dynamic Harmonic Model,2018/2019,64,Colorado,0.893245660215093
Historical Average,2018/2019,64,Colorado,0.10675320687141
Subtype Historical Average,2018/2019,64,Colorado,1.13291349619305e-06
Dynamic Harmonic Model,2018/2019,65,Colorado,0.894978049968571
Historical Average,2018/2019,65,Colorado,0.105020672539625
Subtype Historical Average,2018/2019,65,Colorado,1.27749180397306e-06
Dynamic Harmonic Model,2018/2019,66,Colorado,0.893697646091209
Historical Average,2018/2019,66,Colorado,0.10630079942083
Subtype Historical Average,2018/2019,66,Colorado,1.55448796058423e-06
Dynamic Harmonic Model,2018/2019,67,Colorado,0.893256213977364
Historical Average,2018/2019,67,Colorado,0.106741934936068
Subtype Historical Average,2018/2019,67,Colorado,1.8510865683488e-06
Dynamic Harmonic Model,2018/2019,68,Colorado,0.899937423925446
Historical Average,2018/2019,68,Colorado,0.10006098975811
Subtype Historical Average,2018/2019,68,Colorado,1.58631644353418e-06
Dynamic Harmonic Model,2018/2019,69,Colorado,0.907531140607324
Historical Average,2018/2019,69,Colorado,0.0924676384984069
Subtype Historical Average,2018/2019,69,Colorado,1.22089426903523e-06
Dynamic Harmonic Model,2018/2019,70,Colorado,0.902717956730354
Historical Average,2018/2019,70,Colorado,0.0972806793664438
Subtype Historical Average,2018/2019,70,Colorado,1.36390320231932e-06
Dynamic Harmonic Model,2018/2019,71,Colorado,0.91068630832047
Historical Average,2018/2019,71,Colorado,0.0893127221135055
Subtype Historical Average,2018/2019,71,Colorado,9.69566024436927e-07
Dynamic Harmonic Model,2018/2019,72,Colorado,0.907605423016005
Historical Average,2018/2019,72,Colorado,0.0923936535822811
Subtype Historical Average,2018/2019,72,Colorado,9.23401713882774e-07
Dynamic Harmonic Model,2018/2019,40,Connecticut,0.856764164824376
Historical Average,2018/2019,40,Connecticut,8.97904962469266e-06
Subtype Historical Average,2018/2019,40,Connecticut,0.143226856126
Dynamic Harmonic Model,2018/2019,41,Connecticut,0.956130965580704
Historical Average,2018/2019,41,Connecticut,1.62748155601516e-05
Subtype Historical Average,2018/2019,41,Connecticut,0.0438527596037356
Dynamic Harmonic Model,2018/2019,42,Connecticut,0.999996135912122
Historical Average,2018/2019,42,Connecticut,9.77852909282582e-09
Subtype Historical Average,2018/2019,42,Connecticut,3.8543093492225e-06
Dynamic Harmonic Model,2018/2019,43,Connecticut,0.999999191021119
Historical Average,2018/2019,43,Connecticut,5.74176080569744e-08
Subtype Historical Average,2018/2019,43,Connecticut,7.51561273214403e-07
Dynamic Harmonic Model,2018/2019,44,Connecticut,0.999999632947705
Historical Average,2018/2019,44,Connecticut,3.29910164983452e-08
Subtype Historical Average,2018/2019,44,Connecticut,3.3406127801277e-07
Dynamic Harmonic Model,2018/2019,45,Connecticut,0.999999762291078
Historical Average,2018/2019,45,Connecticut,4.13965496381128e-08
Subtype Historical Average,2018/2019,45,Connecticut,1.9631237218784e-07
Dynamic Harmonic Model,2018/2019,46,Connecticut,0.999999739298395
Historical Average,2018/2019,46,Connecticut,6.8028751833435e-08
Subtype Historical Average,2018/2019,46,Connecticut,1.92672853333945e-07
Dynamic Harmonic Model,2018/2019,47,Connecticut,0.999999606102131
Historical Average,2018/2019,47,Connecticut,8.52133727099011e-08
Subtype Historical Average,2018/2019,47,Connecticut,3.08684496611098e-07
Dynamic Harmonic Model,2018/2019,48,Connecticut,0.999999281931576
Historical Average,2018/2019,48,Connecticut,4.2605807321976e-07
Subtype Historical Average,2018/2019,48,Connecticut,2.92010350401521e-07
Dynamic Harmonic Model,2018/2019,49,Connecticut,0.999999585244256
Historical Average,2018/2019,49,Connecticut,2.60084340522341e-07
Subtype Historical Average,2018/2019,49,Connecticut,1.54671403260312e-07
Dynamic Harmonic Model,2018/2019,50,Connecticut,0.999999777320678
Historical Average,2018/2019,50,Connecticut,1.38223647692361e-07
Subtype Historical Average,2018/2019,50,Connecticut,8.44556745216895e-08
Dynamic Harmonic Model,2018/2019,51,Connecticut,0.53033018345596
Historical Average,2018/2019,51,Connecticut,0.469657466343555
Subtype Historical Average,2018/2019,51,Connecticut,1.23502004852512e-05
Dynamic Harmonic Model,2018/2019,52,Connecticut,0.999999778399747
Historical Average,2018/2019,52,Connecticut,9.6623010451096e-08
Subtype Historical Average,2018/2019,52,Connecticut,1.24977242252055e-07
Dynamic Harmonic Model,2018/2019,53,Connecticut,0.999999676639635
Historical Average,2018/2019,53,Connecticut,8.46914351068414e-08
Subtype Historical Average,2018/2019,53,Connecticut,2.38668930227863e-07
Dynamic Harmonic Model,2018/2019,54,Connecticut,0.999999860570633
Historical Average,2018/2019,54,Connecticut,3.80592903638514e-08
Subtype Historical Average,2018/2019,54,Connecticut,1.01370076261429e-07
Dynamic Harmonic Model,2018/2019,55,Connecticut,0.999999912476282
Historical Average,2018/2019,55,Connecticut,3.25577660259776e-08
Subtype Historical Average,2018/2019,55,Connecticut,5.49659518585445e-08
Dynamic Harmonic Model,2018/2019,56,Connecticut,0.9999999211188
Historical Average,2018/2019,56,Connecticut,3.10359200090696e-08
Subtype Historical Average,2018/2019,56,Connecticut,4.78452801964855e-08
Dynamic Harmonic Model,2018/2019,57,Connecticut,0.999999956747157
Historical Average,2018/2019,57,Connecticut,1.4942053383602e-08
Subtype Historical Average,2018/2019,57,Connecticut,2.83107897757617e-08
Dynamic Harmonic Model,2018/2019,58,Connecticut,0.999999977739348
Historical Average,2018/2019,58,Connecticut,1.13957986178769e-08
Subtype Historical Average,2018/2019,58,Connecticut,1.08648531952816e-08
Dynamic Harmonic Model,2018/2019,59,Connecticut,0.999999948875951
Historical Average,2018/2019,59,Connecticut,3.17332235324468e-08
Subtype Historical Average,2018/2019,59,Connecticut,1.93908257614991e-08
Dynamic Harmonic Model,2018/2019,60,Connecticut,0.999999970600221
Historical Average,2018/2019,60,Connecticut,1.62930625796391e-08
Subtype Historical Average,2018/2019,60,Connecticut,1.31067169647957e-08
Dynamic Harmonic Model,2018/2019,61,Connecticut,0.99999997911539
Historical Average,2018/2019,61,Connecticut,6.39190031295314e-09
Subtype Historical Average,2018/2019,61,Connecticut,1.44927095151893e-08
Dynamic Harmonic Model,2018/2019,62,Connecticut,0.999999972206247
Historical Average,2018/2019,62,Connecticut,4.05909496742282e-09
Subtype Historical Average,2018/2019,62,Connecticut,2.37346577452488e-08
Dynamic Harmonic Model,2018/2019,63,Connecticut,0.999999952158293
Historical Average,2018/2019,63,Connecticut,1.93595200785303e-09
Subtype Historical Average,2018/2019,63,Connecticut,4.59057552956268e-08
Dynamic Harmonic Model,2018/2019,64,Connecticut,0.999999938874348
Historical Average,2018/2019,64,Connecticut,4.58043084389846e-10
Subtype Historical Average,2018/2019,64,Connecticut,6.06676093318644e-08
Dynamic Harmonic Model,2018/2019,65,Connecticut,0.9999999259369
Historical Average,2018/2019,65,Connecticut,1.1733766121177e-09
Subtype Historical Average,2018/2019,65,Connecticut,7.28897230163965e-08
Dynamic Harmonic Model,2018/2019,66,Connecticut,0.999999969159868
Historical Average,2018/2019,66,Connecticut,2.4732539170395e-09
Subtype Historical Average,2018/2019,66,Connecticut,2.83668782792714e-08
Dynamic Harmonic Model,2018/2019,67,Connecticut,0.99999998235304
Historical Average,2018/2019,67,Connecticut,5.74540066804002e-09
Subtype Historical Average,2018/2019,67,Connecticut,1.190155952e-08
Dynamic Harmonic Model,2018/2019,68,Connecticut,0.999999985551979
Historical Average,2018/2019,68,Connecticut,8.33620728539858e-09
Subtype Historical Average,2018/2019,68,Connecticut,6.11181340818285e-09
Dynamic Harmonic Model,2018/2019,69,Connecticut,0.999999976170873
Historical Average,2018/2019,69,Connecticut,1.71378076590762e-08
Subtype Historical Average,2018/2019,69,Connecticut,6.69131902851129e-09
Dynamic Harmonic Model,2018/2019,70,Connecticut,0.999999973531668
Historical Average,2018/2019,70,Connecticut,2.18736768608562e-08
Subtype Historical Average,2018/2019,70,Connecticut,4.59465469928454e-09
Dynamic Harmonic Model,2018/2019,71,Connecticut,0.999999982880814
Historical Average,2018/2019,71,Connecticut,1.32891697450021e-08
Subtype Historical Average,2018/2019,71,Connecticut,3.83001604923056e-09
Dynamic Harmonic Model,2018/2019,72,Connecticut,0.999999980530535
Historical Average,2018/2019,72,Connecticut,1.29648927416584e-08
Subtype Historical Average,2018/2019,72,Connecticut,6.50457215198261e-09
Dynamic Harmonic Model,2018/2019,40,Delaware,0.999999854491849
Historical Average,2018/2019,40,Delaware,1.35775155419684e-07
Subtype Historical Average,2018/2019,40,Delaware,9.73299561487391e-09
Dynamic Harmonic Model,2018/2019,41,Delaware,0.999999892056801
Historical Average,2018/2019,41,Delaware,7.82887528753754e-08
Subtype Historical Average,2018/2019,41,Delaware,2.96544460091115e-08
Dynamic Harmonic Model,2018/2019,42,Delaware,0.999999637449572
Historical Average,2018/2019,42,Delaware,2.88603738210567e-07
Subtype Historical Average,2018/2019,42,Delaware,7.39466894239872e-08
Dynamic Harmonic Model,2018/2019,43,Delaware,0.999999836672441
Historical Average,2018/2019,43,Delaware,1.21454523747615e-07
Subtype Historical Average,2018/2019,43,Delaware,4.18730355952543e-08
Dynamic Harmonic Model,2018/2019,44,Delaware,0.999999477956593
Historical Average,2018/2019,44,Delaware,4.59757615058077e-07
Subtype Historical Average,2018/2019,44,Delaware,6.22857916114124e-08
Dynamic Harmonic Model,2018/2019,45,Delaware,0.999998469191926
Historical Average,2018/2019,45,Delaware,1.46315252263485e-06
Subtype Historical Average,2018/2019,45,Delaware,6.76555515585314e-08
Dynamic Harmonic Model,2018/2019,46,Delaware,0.999999678681641
Historical Average,2018/2019,46,Delaware,2.91485412456948e-07
Subtype Historical Average,2018/2019,46,Delaware,2.98329464990983e-08
Dynamic Harmonic Model,2018/2019,47,Delaware,0.99999994996885
Historical Average,2018/2019,47,Delaware,4.08345384873269e-08
Subtype Historical Average,2018/2019,47,Delaware,9.19661189626661e-09
Dynamic Harmonic Model,2018/2019,48,Delaware,0.999999959358442
Historical Average,2018/2019,48,Delaware,3.28650127334837e-08
Subtype Historical Average,2018/2019,48,Delaware,7.77654527085832e-09
Dynamic Harmonic Model,2018/2019,49,Delaware,0.999999923104553
Historical Average,2018/2019,49,Delaware,7.21946153957867e-08
Subtype Historical Average,2018/2019,49,Delaware,4.70083143887509e-09
Dynamic Harmonic Model,2018/2019,50,Delaware,0.999999946979629
Historical Average,2018/2019,50,Delaware,5.16987753824473e-08
Subtype Historical Average,2018/2019,50,Delaware,1.32159578705436e-09
Dynamic Harmonic Model,2018/2019,51,Delaware,0.999999978378255
Historical Average,2018/2019,51,Delaware,1.9911994239923e-08
Subtype Historical Average,2018/2019,51,Delaware,1.70975047529458e-09
Dynamic Harmonic Model,2018/2019,52,Delaware,0.999999943857517
Historical Average,2018/2019,52,Delaware,5.43748842840292e-08
Subtype Historical Average,2018/2019,52,Delaware,1.76759907357452e-09
Dynamic Harmonic Model,2018/2019,53,Delaware,0.999999821753198
Historical Average,2018/2019,53,Delaware,1.69773676952739e-07
Subtype Historical Average,2018/2019,53,Delaware,8.4731254576654e-09
Dynamic Harmonic Model,2018/2019,54,Delaware,0.996709232914288
Historical Average,2018/2019,54,Delaware,0.00329076586794991
Subtype Historical Average,2018/2019,54,Delaware,1.2177622130323e-09
Dynamic Harmonic Model,2018/2019,55,Delaware,0.999999451323947
Historical Average,2018/2019,55,Delaware,4.64503386766571e-07
Subtype Historical Average,2018/2019,55,Delaware,8.41726666517651e-08
Dynamic Harmonic Model,2018/2019,56,Delaware,0.999999914171845
Historical Average,2018/2019,56,Delaware,3.08136124763616e-08
Subtype Historical Average,2018/2019,56,Delaware,5.50145423301617e-08
Dynamic Harmonic Model,2018/2019,57,Delaware,0.999999936378672
Historical Average,2018/2019,57,Delaware,7.77860726911335e-09
Subtype Historical Average,2018/2019,57,Delaware,5.58427208732614e-08
Dynamic Harmonic Model,2018/2019,58,Delaware,0.835520602686093
Historical Average,2018/2019,58,Delaware,0.00020905657914681
Subtype Historical Average,2018/2019,58,Delaware,0.16427034073476
Dynamic Harmonic Model,2018/2019,59,Delaware,0.770336895848911
Historical Average,2018/2019,59,Delaware,5.43189812535146e-06
Subtype Historical Average,2018/2019,59,Delaware,0.229657672252963
Dynamic Harmonic Model,2018/2019,60,Delaware,0.839467776225508
Historical Average,2018/2019,60,Delaware,1.33449473096577e-06
Subtype Historical Average,2018/2019,60,Delaware,0.160530889279761
Dynamic Harmonic Model,2018/2019,61,Delaware,0.999999464752532
Historical Average,2018/2019,61,Delaware,1.52847652410827e-10
Subtype Historical Average,2018/2019,61,Delaware,5.35094620229763e-07
Dynamic Harmonic Model,2018/2019,62,Delaware,0.999999872685941
Historical Average,2018/2019,62,Delaware,2.12906344998841e-09
Subtype Historical Average,2018/2019,62,Delaware,1.25184995664535e-07
Dynamic Harmonic Model,2018/2019,63,Delaware,0.999999964068146
Historical Average,2018/2019,63,Delaware,6.18377396757532e-09
Subtype Historical Average,2018/2019,63,Delaware,2.97480800402994e-08
Dynamic Harmonic Model,2018/2019,64,Delaware,0.999999951491767
Historical Average,2018/2019,64,Delaware,2.09872380706407e-08
Subtype Historical Average,2018/2019,64,Delaware,2.75209948862902e-08
Dynamic Harmonic Model,2018/2019,65,Delaware,0.999999974291919
Historical Average,2018/2019,65,Delaware,1.64169509704833e-08
Subtype Historical Average,2018/2019,65,Delaware,9.29113014128723e-09
Dynamic Harmonic Model,2018/2019,66,Delaware,0.999999983479089
Historical Average,2018/2019,66,Delaware,1.13847602029187e-08
Subtype Historical Average,2018/2019,66,Delaware,5.13615027584314e-09
Dynamic Harmonic Model,2018/2019,67,Delaware,0.999999981091213
Historical Average,2018/2019,67,Delaware,1.25882080540416e-08
Subtype Historical Average,2018/2019,67,Delaware,6.32057907012554e-09
Dynamic Harmonic Model,2018/2019,68,Delaware,0.999999991486233
Historical Average,2018/2019,68,Delaware,5.31480664990489e-09
Subtype Historical Average,2018/2019,68,Delaware,3.19896073462436e-09
Dynamic Harmonic Model,2018/2019,69,Delaware,0.999999995579147
Historical Average,2018/2019,69,Delaware,2.42878627701402e-09
Subtype Historical Average,2018/2019,69,Delaware,1.9920666231009e-09
Dynamic Harmonic Model,2018/2019,70,Delaware,0.999999993231936
Historical Average,2018/2019,70,Delaware,3.85571805891297e-09
Subtype Historical Average,2018/2019,70,Delaware,2.91234559000109e-09
Dynamic Harmonic Model,2018/2019,71,Delaware,0.999999999308325
Historical Average,2018/2019,71,Delaware,4.24795757958093e-10
Subtype Historical Average,2018/2019,71,Delaware,2.6687948728313e-10
Dynamic Harmonic Model,2018/2019,72,Delaware,0.999999997497822
Historical Average,2018/2019,72,Delaware,1.55827307384275e-09
Subtype Historical Average,2018/2019,72,Delaware,9.43904643462988e-10
Dynamic Harmonic Model,2018/2019,40,Georgia,0.866647457919759
Historical Average,2018/2019,40,Georgia,0.132617164691852
Subtype Historical Average,2018/2019,40,Georgia,0.000735377388388579
Dynamic Harmonic Model,2018/2019,41,Georgia,0.966153201792549
Historical Average,2018/2019,41,Georgia,0.0337076797863335
Subtype Historical Average,2018/2019,41,Georgia,0.000139118421117042
Dynamic Harmonic Model,2018/2019,42,Georgia,0.985186692358651
Historical Average,2018/2019,42,Georgia,0.0145579538966457
Subtype Historical Average,2018/2019,42,Georgia,0.000255353744703293
Dynamic Harmonic Model,2018/2019,43,Georgia,0.890199100131945
Historical Average,2018/2019,43,Georgia,9.30414063757268e-06
Subtype Historical Average,2018/2019,43,Georgia,0.109791595727417
Dynamic Harmonic Model,2018/2019,44,Georgia,0.758338069927004
Historical Average,2018/2019,44,Georgia,5.56155940951296e-06
Subtype Historical Average,2018/2019,44,Georgia,0.241656368513587
Dynamic Harmonic Model,2018/2019,45,Georgia,0.763507672738742
Historical Average,2018/2019,45,Georgia,1.78370165709645e-06
Subtype Historical Average,2018/2019,45,Georgia,0.236490543559601
Dynamic Harmonic Model,2018/2019,46,Georgia,0.74478990822219
Historical Average,2018/2019,46,Georgia,1.18973550980801e-06
Subtype Historical Average,2018/2019,46,Georgia,0.2552089020423
Dynamic Harmonic Model,2018/2019,47,Georgia,0.99999909604921
Historical Average,2018/2019,47,Georgia,1.17945845748217e-10
Subtype Historical Average,2018/2019,47,Georgia,9.03832844641093e-07
Dynamic Harmonic Model,2018/2019,48,Georgia,0.999999659785096
Historical Average,2018/2019,48,Georgia,4.36627543574911e-09
Subtype Historical Average,2018/2019,48,Georgia,3.35848628230992e-07
Dynamic Harmonic Model,2018/2019,49,Georgia,0.999999469403321
Historical Average,2018/2019,49,Georgia,9.29555207392635e-08
Subtype Historical Average,2018/2019,49,Georgia,4.3764115790333e-07
Dynamic Harmonic Model,2018/2019,50,Georgia,0.929497092188004
Historical Average,2018/2019,50,Georgia,0.0700495516290992
Subtype Historical Average,2018/2019,50,Georgia,0.000453356182897069
Dynamic Harmonic Model,2018/2019,51,Georgia,0.795710167622608
Historical Average,2018/2019,51,Georgia,0.204283132708738
Subtype Historical Average,2018/2019,51,Georgia,6.6996686532764e-06
Dynamic Harmonic Model,2018/2019,52,Georgia,0.698610716917128
Historical Average,2018/2019,52,Georgia,0.301365591321761
Subtype Historical Average,2018/2019,52,Georgia,2.36917611115964e-05
Dynamic Harmonic Model,2018/2019,53,Georgia,0.99999994718608
Historical Average,2018/2019,53,Georgia,2.23147301828024e-08
Subtype Historical Average,2018/2019,53,Georgia,3.04991902217944e-08
Dynamic Harmonic Model,2018/2019,54,Georgia,0.999997914647951
Historical Average,2018/2019,54,Georgia,2.07941269556218e-06
Subtype Historical Average,2018/2019,54,Georgia,5.93935387947518e-09
Dynamic Harmonic Model,2018/2019,55,Georgia,0.999999941712532
Historical Average,2018/2019,55,Georgia,2.95674996193229e-08
Subtype Historical Average,2018/2019,55,Georgia,2.87199682320867e-08
Dynamic Harmonic Model,2018/2019,56,Georgia,0.999999960749502
Historical Average,2018/2019,56,Georgia,1.84708199579209e-08
Subtype Historical Average,2018/2019,56,Georgia,2.07796783469417e-08
Dynamic Harmonic Model,2018/2019,57,Georgia,0.999997000995184
Historical Average,2018/2019,57,Georgia,1.92607569790982e-06
Subtype Historical Average,2018/2019,57,Georgia,1.07292911807846e-06
Dynamic Harmonic Model,2018/2019,58,Georgia,0.974614898837433
Historical Average,2018/2019,58,Georgia,2.48736873513085e-05
Subtype Historical Average,2018/2019,58,Georgia,0.0253602274752157
Dynamic Harmonic Model,2018/2019,59,Georgia,0.998838301926471
Historical Average,2018/2019,59,Georgia,1.36928746922152e-13
Subtype Historical Average,2018/2019,59,Georgia,0.00116169807339246
Dynamic Harmonic Model,2018/2019,60,Georgia,0.999999977512507
Historical Average,2018/2019,60,Georgia,8.8269932986111e-10
Subtype Historical Average,2018/2019,60,Georgia,2.16047935738771e-08
Dynamic Harmonic Model,2018/2019,61,Georgia,0.999999992656261
Historical Average,2018/2019,61,Georgia,2.43872139710027e-10
Subtype Historical Average,2018/2019,61,Georgia,7.09986676374859e-09
Dynamic Harmonic Model,2018/2019,62,Georgia,0.999999991061187
Historical Average,2018/2019,62,Georgia,3.38526460791597e-10
Subtype Historical Average,2018/2019,62,Georgia,8.60028663244343e-09
Dynamic Harmonic Model,2018/2019,63,Georgia,0.999999990054029
Historical Average,2018/2019,63,Georgia,5.34947951004315e-10
Subtype Historical Average,2018/2019,63,Georgia,9.41102331271469e-09
Dynamic Harmonic Model,2018/2019,64,Georgia,0.999999986412696
Historical Average,2018/2019,64,Georgia,1.18106331814097e-09
Subtype Historical Average,2018/2019,64,Georgia,1.24062410977064e-08
Dynamic Harmonic Model,2018/2019,65,Georgia,0.999999983308917
Historical Average,2018/2019,65,Georgia,3.03961399989716e-09
Subtype Historical Average,2018/2019,65,Georgia,1.36514690232058e-08
Dynamic Harmonic Model,2018/2019,66,Georgia,0.999999991562341
Historical Average,2018/2019,66,Georgia,2.15499955816961e-09
Subtype Historical Average,2018/2019,66,Georgia,6.28265898589165e-09
Dynamic Harmonic Model,2018/2019,67,Georgia,0.999999992732624
Historical Average,2018/2019,67,Georgia,1.88270789439878e-09
Subtype Historical Average,2018/2019,67,Georgia,5.38466798794217e-09
Dynamic Harmonic Model,2018/2019,68,Georgia,0.999999984799435
Historical Average,2018/2019,68,Georgia,3.97224317207863e-09
Subtype Historical Average,2018/2019,68,Georgia,1.12283221768817e-08
Dynamic Harmonic Model,2018/2019,69,Georgia,0.999999954340446
Historical Average,2018/2019,69,Georgia,4.41445848456727e-09
Subtype Historical Average,2018/2019,69,Georgia,4.12450954886898e-08
Dynamic Harmonic Model,2018/2019,70,Georgia,0.999999986665433
Historical Average,2018/2019,70,Georgia,2.82585467188225e-09
Subtype Historical Average,2018/2019,70,Georgia,1.0508711907992e-08
Dynamic Harmonic Model,2018/2019,71,Georgia,0.999999985901065
Historical Average,2018/2019,71,Georgia,4.37956386729178e-09
Subtype Historical Average,2018/2019,71,Georgia,9.71937121323954e-09
Dynamic Harmonic Model,2018/2019,72,Georgia,0.99999998250349
Historical Average,2018/2019,72,Georgia,6.0985275567311e-09
Subtype Historical Average,2018/2019,72,Georgia,1.13979823094074e-08
Dynamic Harmonic Model,2018/2019,40,Hawaii,0.995597345701865
Historical Average,2018/2019,40,Hawaii,7.79254152078652e-24
Subtype Historical Average,2018/2019,40,Hawaii,0.00440265429813536
Dynamic Harmonic Model,2018/2019,41,Hawaii,0.999998245662567
Historical Average,2018/2019,41,Hawaii,2.2644033006464e-11
Subtype Historical Average,2018/2019,41,Hawaii,1.75431478889104e-06
Dynamic Harmonic Model,2018/2019,42,Hawaii,0.999999703885164
Historical Average,2018/2019,42,Hawaii,5.99540387620552e-10
Subtype Historical Average,2018/2019,42,Hawaii,2.95515295718089e-07
Dynamic Harmonic Model,2018/2019,43,Hawaii,0.999999557528751
Historical Average,2018/2019,43,Hawaii,1.02955739922518e-09
Subtype Historical Average,2018/2019,43,Hawaii,4.41441691285715e-07
Dynamic Harmonic Model,2018/2019,44,Hawaii,0.999999687947161
Historical Average,2018/2019,44,Hawaii,3.22737712147067e-09
Subtype Historical Average,2018/2019,44,Hawaii,3.08825461611626e-07
Dynamic Harmonic Model,2018/2019,45,Hawaii,0.999999681827791
Historical Average,2018/2019,45,Hawaii,4.5848276832462e-09
Subtype Historical Average,2018/2019,45,Hawaii,3.1358738135203e-07
Dynamic Harmonic Model,2018/2019,46,Hawaii,0.999999663643102
Historical Average,2018/2019,46,Hawaii,3.45241861016217e-09
Subtype Historical Average,2018/2019,46,Hawaii,3.3290447971571e-07
Dynamic Harmonic Model,2018/2019,47,Hawaii,0.999999765805826
Historical Average,2018/2019,47,Hawaii,6.73306195337749e-09
Subtype Historical Average,2018/2019,47,Hawaii,2.2746111176697e-07
